[[0.542, 0.8632], [0.8884, 0.0375], [0.2755, 0.6449], [0.212, 0.2087], [0.0425, 0.1797], [0.6036, 0.0067], [0.7834, 0.4936], [0.6592, 0.3061], [0.732, 0.8065], [0.6373, 0.6263]]
[[0.9073, 0.1687], [0.903, 0.9324], [0.4025, 0.5059], [0.0995, 0.8052], [0.3152, 0.4997], [0.7727, 0.9903], [0.6983, 0.449], [0.3999, 0.7261], [0.9875, 0.7677], [0.2973, 0.2611]]
[[0.2998, 0.8707], [0.855, 0.598], [0.695, 0.2634], [0.4968, 0.5778], [0.1855, 0.4322], [0.1203, 0.6366], [0.1866, 0.1731], [0.9265, 0.6521], [0.1675, 0.3309], [0.3459, 0.9995]]
[[0.2992, 0.3427], [0.6689, 0.577], [0.9001, 0.1661], [0.9812, 0.6641], [0.4997, 0.3883], [0.7881, 0.3586], [0.4467, 0.5646], [0.2964, 0.4011], [0.5248, 0.053], [0.6685, 0.3794]]
[[0.9743, 0.1672], [0.4632, 0.8138], [0.1206, 0.7478], [0.5154, 0.3959], [0.7806, 0.2741], [0.5634, 0.7897], [0.986, 0.0885], [0.6821, 0.4557], [0.2175, 0.1525], [0.7974, 0.9449]]
[[0.329, 0.3301], [0.5039, 0.1221], [0.2321, 0.2436], [0.573, 0.8906], [0.9168, 0.7686], [0.3167, 0.1092], [0.6146, 0.2372], [0.3317, 0.4568], [0.6146, 0.6185], [0.2005, 0.5812]]
[[0.0953, 0.628], [0.9852, 0.6697], [0.5273, 0.6145], [0.1761, 0.7167], [0.8237, 0.7957], [0.4485, 0.0331], [0.6903, 0.6003], [0.0162, 0.1093], [0.4699, 0.9222], [0.6105, 0.6563]]
[[0.576, 0.3198], [0.1865, 0.3253], [0.4183, 0.2319], [0.9858, 0.5077], [0.6769, 0.776], [0.3014, 0.1342], [0.6411, 0.3236], [0.8546, 0.1012], [0.1732, 0.7696], [0.3347, 0.4583]]
[[0.6828, 0.2435], [0.6974, 0.8054], [0.9413, 0.8617], [0.7787, 0.0423], [0.9266, 0.1314], [0.1403, 0.2299], [0.9472, 0.5106], [0.0209, 0.7278], [0.737, 0.371], [0.3957, 0.2604]]
[[0.0692, 0.6323], [0.4839, 0.9412], [0.7099, 0.0925], [0.8088, 0.6724], [0.346, 0.6932], [0.0162, 0.4316], [0.6072, 0.2856], [0.9735, 0.0822], [0.0975, 0.0457], [0.01, 0.7983]]
[[0.6174, 0.1124], [0.7924, 0.1677], [0.9124, 0.1019], [0.8833, 0.3839], [0.4331, 0.7596], [0.8761, 0.9712], [0.4994, 0.4264], [0.4736, 0.1909], [0.5969, 0.1531], [0.4117, 0.8816]]
[[0.127, 0.2917], [0.791, 0.4878], [0.0015, 0.2108], [0.3837, 0.7561], [0.4255, 0.6818], [0.5013, 0.852], [0.5908, 0.7807], [0.6845, 0.0462], [0.6596, 0.5253], [0.4681, 0.7928]]
[[0.8419, 0.6482], [0.1531, 0.3789], [0.2087, 0.1203], [0.4455, 0.1065], [0.3437, 0.0101], [0.4807, 0.3888], [0.8163, 0.3818], [0.6049, 0.757], [0.4096, 0.4486], [0.0926, 0.8594]]
[[0.7473, 0.897], [0.1831, 0.9981], [0.2967, 0.1097], [0.5785, 0.7292], [0.6883, 0.757], [0.8476, 0.5391], [0.1241, 0.8351], [0.1412, 0.1571], [0.8782, 0.5109], [0.7216, 0.8847]]
[[0.6413, 0.9849], [0.7931, 0.6143], [0.923, 0.602], [0.0312, 0.7666], [0.939, 0.2225], [0.9009, 0.0162], [0.7732, 0.1335], [0.6881, 0.6946], [0.8834, 0.3364], [0.807, 0.8571]]
[[0.9659, 0.6391], [0.8268, 0.6689], [0.4018, 0.3436], [0.5799, 0.1197], [0.1796, 0.9249], [0.8703, 0.6199], [0.855, 0.0111], [0.1217, 0.822], [0.7743, 0.6266], [0.8344, 0.1504]]
[[0.4332, 0.7244], [0.9389, 0.1637], [0.29, 0.9306], [0.5882, 0.3957], [0.3024, 0.3588], [0.5001, 0.5383], [0.7926, 0.729], [0.5376, 0.9053], [0.4448, 0.5649], [0.6506, 0.7506]]
[[0.2786, 0.8573], [0.713, 0.6038], [0.05, 0.5948], [0.5935, 0.8736], [0.931, 0.3301], [0.0781, 0.7667], [0.7846, 0.3607], [0.2221, 0.8555], [0.2871, 0.5603], [0.3625, 0.8973]]
[[0.9897, 0.3518], [0.6122, 0.4076], [0.3409, 0.5266], [0.8817, 0.1544], [0.53, 0.5926], [0.126, 0.3474], [0.3557, 0.1085], [0.4343, 0.9976], [0.9503, 0.5682], [0.2962, 0.4055]]
[[0.0458, 0.8279], [0.9705, 0.1432], [0.783, 0.5319], [0.3696, 0.8089], [0.223, 0.8738], [0.6663, 0.5977], [0.9574, 0.9421], [0.6438, 0.6407], [0.8568, 0.1825], [0.1377, 0.022]]
[[0.8595, 0.2989], [0.397, 0.4349], [0.9699, 0.6902], [0.6615, 0.9943], [0.8915, 0.0017], [0.3785, 0.458], [0.6307, 0.0904], [0.1022, 0.0493], [0.0492, 0.2988], [0.4395, 0.1818]]
[[0.1427, 0.4196], [0.8032, 0.9804], [0.9432, 0.4371], [0.765, 0.2701], [0.3704, 0.056], [0.8336, 0.4821], [0.4226, 0.8101], [0.5517, 0.3496], [0.5255, 0.5974], [0.5581, 0.5519]]
[[0.2957, 0.6484], [0.0179, 0.6542], [0.6754, 0.4917], [0.6441, 0.2408], [0.797, 0.4536], [0.8932, 0.7273], [0.862, 0.1475], [0.1073, 0.9498], [0.321, 0.5652], [0.8197, 0.5693]]
[[0.2127, 0.9098], [0.9148, 0.8484], [0.1757, 0.2221], [0.9485, 0.7891], [0.3964, 0.3835], [0.7701, 0.5847], [0.9546, 0.6151], [0.3472, 0.0737], [0.5157, 0.52], [0.9191, 0.7566]]
[[0.125, 0.3894], [0.298, 0.3929], [0.1847, 0.6563], [0.4618, 0.6508], [0.5834, 0.5622], [0.6876, 0.6939], [0.1641, 0.2832], [0.1769, 0.6992], [0.508, 0.0874], [0.6653, 0.7287]]
[[0.854, 0.5004], [0.6614, 0.8134], [0.5852, 0.3349], [0.2341, 0.0096], [0.1718, 0.8001], [0.4548, 0.3912], [0.6034, 0.6218], [0.7649, 0.546], [0.8983, 0.318], [0.5911, 0.3085]]
[[0.0055, 0.6749], [0.8142, 0.9669], [0.6333, 0.2343], [0.7714, 0.4011], [0.017, 0.1608], [0.7548, 0.8833], [0.0959, 0.3179], [0.0115, 0.1307], [0.6334, 0.6217], [0.9548, 0.3382]]
[[0.576, 0.3947], [0.2053, 0.5816], [0.1025, 0.782], [0.9367, 0.8484], [0.9137, 0.2036], [0.1575, 0.4566], [0.6314, 0.0116], [0.3097, 0.8803], [0.6703, 0.577], [0.9072, 0.1636]]
[[0.619, 0.0123], [0.2339, 0.144], [0.5525, 0.5071], [0.0151, 0.6846], [0.2046, 0.632], [0.2055, 0.0685], [0.1718, 0.5246], [0.1615, 0.6155], [0.733, 0.1662], [0.582, 0.6049]]
[[0.7577, 0.2729], [0.1624, 0.7829], [0.9794, 0.8126], [0.7295, 0.7022], [0.1957, 0.7045], [0.0975, 0.7206], [0.1362, 0.2807], [0.7014, 0.5161], [0.5171, 0.6255], [0.5668, 0.1489]]
[[0.2021, 0.317], [0.6197, 0.7147], [0.0655, 0.5483], [0.6825, 0.4377], [0.3136, 0.251], [0.2666, 0.7507], [0.1379, 0.3947], [0.9326, 0.4396], [0.2164, 0.5276], [0.2677, 0.4252]]
[[0.9348, 0.0151], [0.2164, 0.9979], [0.7282, 0.6063], [0.5385, 0.7176], [0.4556, 0.2907], [0.4165, 0.4036], [0.9288, 0.2298], [0.6782, 0.5884], [0.5486, 0.2159], [0.7855, 0.9071]]
[[0.3725, 0.5182], [0.6502, 0.3343], [0.1677, 0.6005], [0.0126, 0.6739], [0.9498, 0.4668], [0.8843, 0.5689], [0.049, 0.7607], [0.7322, 0.0679], [0.1013, 0.3176], [0.7782, 0.0323]]
[[0.5941, 0.4618], [0.7301, 0.6319], [0.5177, 0.4963], [0.2389, 0.2387], [0.9205, 0.7484], [0.3818, 0.1486], [0.5136, 0.0921], [0.7831, 0.101], [0.3373, 0.6699], [0.0836, 0.0297]]
[[0.1917, 0.1929], [0.3177, 0.0867], [0.9338, 0.4508], [0.8035, 0.6614], [0.7816, 0.472], [0.6421, 0.6422], [0.4175, 0.4277], [0.6577, 0.5727], [0.877, 0.7888], [0.7724, 0.9958]]
[[0.7394, 0.9649], [0.9069, 0.1938], [0.7616, 0.64], [0.9686, 0.6242], [0.0306, 0.247], [0.227, 0.3846], [0.7963, 0.4611], [0.871, 0.877], [0.9998, 0.4801], [0.2033, 0.8256]]
[[0.8279, 0.0525], [0.4135, 0.6597], [0.9512, 0.6012], [0.9551, 0.2405], [0.8421, 0.7008], [0.3179, 0.9604], [0.7561, 0.8393], [0.2039, 0.1799], [0.0667, 0.3711], [0.4656, 0.1594]]
[[0.3922, 0.0559], [0.7546, 0.7221], [0.9946, 0.1245], [0.2735, 0.7927], [0.6547, 0.3259], [0.6659, 0.1045], [0.5989, 0.6145], [0.7288, 0.6144], [0.5603, 0.8035], [0.4585, 0.8784]]
[[0.5319, 0.2056], [0.1493, 0.1692], [0.9385, 0.1009], [0.2697, 0.7289], [0.843, 0.408], [0.6351, 0.742], [0.9556, 0.595], [0.9848, 0.5956], [0.1316, 0.0197], [0.0517, 0.4231]]
[[0.8293, 0.3768], [0.6108, 0.2286], [0.9932, 0.7205], [0.1208, 0.1239], [0.1992, 0.5274], [0.6066, 0.0702], [0.6684, 0.7783], [0.7181, 0.9649], [0.382, 0.2791], [0.9356, 0.9325]]
[[0.3009, 0.8942], [0.579, 0.0211], [0.953, 0.6832], [0.2669, 0.5461], [0.9674, 0.0662], [0.1226, 0.3799], [0.0273, 0.9511], [0.0793, 0.9451], [0.3178, 0.839], [0.0031, 0.2895]]
[[0.6502, 0.5794], [0.0245, 0.3103], [0.619, 0.7778], [0.8173, 0.5476], [0.2449, 0.7884], [0.7557, 0.2265], [0.9556, 0.4891], [0.5632, 0.6452], [0.9264, 0.876], [0.6515, 0.3368]]
[[0.6109, 0.0204], [0.9512, 0.4427], [0.6032, 0.1286], [0.5636, 0.9221], [0.6522, 0.4318], [0.9332, 0.427], [0.6419, 0.4452], [0.5872, 0.2529], [0.3271, 0.0555], [0.2907, 0.1852]]
[[0.763, 0.4609], [0.0553, 0.8711], [0.9928, 0.8065], [0.2238, 0.6903], [0.038, 0.6338], [0.7769, 0.4173], [0.7432, 0.437], [0.0271, 0.34], [0.3318, 0.7697], [0.0504, 0.1032]]
[[0.0241, 0.194], [0.5598, 0.9604], [0.9339, 0.3208], [0.3924, 0.6126], [0.9038, 0.4261], [0.7125, 0.0753], [0.9491, 0.2689], [0.5281, 0.5128], [0.3289, 0.1384], [0.5013, 0.9713]]
[[0.9371, 0.3062], [0.5394, 0.8123], [0.9452, 0.3039], [0.4378, 0.5792], [0.1974, 0.6553], [0.6627, 0.5261], [0.8401, 0.1937], [0.9423, 0.3353], [0.9417, 0.4525], [0.9579, 0.8655]]
[[0.5428, 0.6417], [0.5102, 0.9325], [0.7194, 0.7022], [0.678, 0.3331], [0.2156, 0.9118], [0.4415, 0.4922], [0.851, 0.1458], [0.52, 0.3414], [0.6347, 0.8262], [0.6441, 0.3258]]
[[0.5012, 0.9231], [0.9881, 0.556], [0.1057, 0.3662], [0.428, 0.7798], [0.0072, 0.1581], [0.5722, 0.5605], [0.0251, 0.8399], [0.3921, 0.7754], [0.3984, 0.264], [0.9739, 0.4133]]
[[0.0893, 0.2448], [0.9765, 0.7539], [0.0671, 0.9459], [0.3327, 0.3628], [0.1354, 0.4287], [0.1241, 0.0238], [0.3786, 0.6376], [0.7526, 0.0625], [0.6104, 0.6685], [0.7532, 0.4332]]
[[0.3669, 0.711], [0.314, 0.5648], [0.1761, 0.1731], [0.9917, 0.591], [0.7166, 0.7421], [0.1257, 0.5379], [0.1188, 0.1762], [0.3388, 0.8546], [0.5961, 0.1013], [0.5128, 0.0298]]
[[0.4094, 0.2265], [0.9066, 0.1465], [0.6443, 0.473], [0.6964, 0.1783], [0.4397, 0.3784], [0.4272, 0.4877], [0.4019, 0.867], [0.917, 0.3695], [0.4361, 0.8699], [0.139, 0.987]]
[[0.6655, 0.1666], [0.4363, 0.3878], [0.4487, 0.322], [0.3229, 0.1045], [0.896, 0.9107], [0.2023, 0.0353], [0.7484, 0.2691], [0.395, 0.4449], [0.0703, 0.9434], [0.5192, 0.7875]]
[[0.9741, 0.5275], [0.3305, 0.2145], [0.4282, 0.2702], [0.658, 0.2355], [0.7053, 0.2771], [0.4074, 0.0594], [0.0555, 0.4795], [0.652, 0.1939], [0.0929, 0.8947], [0.2168, 0.9987]]
[[0.1309, 0.6797], [0.9804, 0.227], [0.5056, 0.2618], [0.9269, 0.8663], [0.6479, 0.645], [0.3517, 0.672], [0.8855, 0.0158], [0.4693, 0.8718], [0.1463, 0.3072], [0.6649, 0.6892]]
[[0.0658, 0.1645], [0.0975, 0.8957], [0.9764, 0.6876], [0.9347, 0.1954], [0.5974, 0.4117], [0.4604, 0.5254], [0.3832, 0.4333], [0.4172, 0.1275], [0.4559, 0.4262], [0.2619, 0.0565]]
[[0.1864, 0.7434], [0.2315, 0.4381], [0.6697, 0.9116], [0.0021, 0.7679], [0.024, 0.6995], [0.0569, 0.8204], [0.0528, 0.108], [0.6071, 0.4609], [0.3558, 0.7801], [0.5866, 0.4197]]
[[0.6751, 0.0989], [0.5487, 0.1293], [0.2635, 0.3936], [0.6249, 0.0799], [0.0855, 0.7273], [0.4838, 0.0402], [0.9325, 0.8135], [0.2609, 0.8766], [0.4964, 0.5016], [0.8413, 0.4699]]
[[0.0789, 0.1508], [0.5977, 0.0029], [0.4506, 0.924], [0.9213, 0.7617], [0.0923, 0.0847], [0.6682, 0.5829], [0.2889, 0.8547], [0.0826, 0.2167], [0.8746, 0.6023], [0.9895, 0.8945]]
[[0.8849, 0.1306], [0.7762, 0.4035], [0.0206, 0.624], [0.6971, 0.3104], [0.8549, 0.6282], [0.006, 0.7811], [0.5811, 0.6338], [0.6354, 0.7334], [0.4355, 0.8913], [0.2453, 0.127]]
[[0.7344, 0.6823], [0.7207, 0.3485], [0.7689, 0.097], [0.4715, 0.0693], [0.4844, 0.9823], [0.6782, 0.3086], [0.6981, 0.9149], [0.6321, 0.1476], [0.9536, 0.7165], [0.8329, 0.5123]]
[[3.5167e-06, 0.082761], [0.88392, 0.63989], [0.093094, 0.083729], [0.73773, 0.73054], [0.24928, 0.53315], [0.78404, 0.39842], [0.25223, 0.48573], [0.87193, 0.29211], [0.123, 0.016919], [0.54672, 0.84137]]
[[0.7989, 0.8068], [0.3129, 0.2668], [0.0911, 0.4078], [0.567, 0.6396], [0.7966, 0.3952], [0.6723, 0.7236], [0.3706, 0.5084], [0.3568, 0.2482], [0.229, 0.3152], [0.4067, 0.2811]]
[[0.1063, 0.7553], [0.6041, 0.2174], [0.3814, 0.9509], [0.6753, 0.7635], [0.3296, 0.248], [0.3918, 0.8795], [0.3925, 0.6237], [0.2648, 0.0551], [0.1362, 0.7974], [0.5382, 0.543]]
[[0.0436, 0.0169], [0.1074, 0.4176], [0.3333, 0.977], [0.927, 0.5398], [0.0622, 0.6285], [0.2046, 0.8727], [0.661, 0.4638], [0.9105, 0.8994], [0.5407, 0.7939], [0.8047, 0.1992]]
[[0.3217, 0.0086], [0.0448, 0.6749], [0.2779, 0.5994], [0.6709, 0.6045], [0.6387, 0.1061], [0.8088, 0.772], [0.5611, 0.4271], [0.0911, 0.9156], [0.2319, 0.8507], [0.4335, 0.0434]]
[[0.9827, 0.087], [0.7952, 0.7211], [0.7718, 0.6936], [0.1057, 0.4493], [0.0565, 0.448], [0.7032, 0.5881], [0.9916, 0.6952], [0.2999, 0.31], [0.1337, 0.9267], [0.3029, 0.7563]]
[[0.7585, 0.8485], [0.6785, 0.4077], [0.6358, 0.2024], [0.7076, 0.7116], [0.6496, 0.2892], [0.8863, 0.9171], [0.279, 0.7422], [0.8955, 0.3013], [0.7172, 0.1879], [0.44, 0.1872]]
[[0.5415, 0.9258], [0.4524, 0.5681], [0.5127, 0.494], [0.0951, 0.182], [0.8734, 0.633], [0.9423, 0.3855], [0.3682, 0.8769], [0.1713, 0.5454], [0.9349, 0.8771], [0.5504, 0.503]]
[[0.6607, 0.4326], [0.4456, 0.9454], [0.7554, 0.3799], [0.6234, 0.356], [0.7562, 0.6333], [0.9533, 0.3494], [0.0656, 0.4939], [0.9325, 0.0395], [0.4836, 0.1822], [0.7162, 0.7055]]
[[0.902, 0.9934], [0.3227, 0.9427], [0.8769, 0.7032], [0.4332, 0.6147], [0.7768, 0.404], [0.2209, 0.3503], [0.9777, 0.5379], [0.5248, 0.4917], [0.0663, 0.5657], [0.132, 0.2065]]
[[0.759, 0.1936], [0.4982, 0.8796], [0.5887, 0.7495], [0.2509, 0.061], [0.5749, 0.8961], [0.0373, 0.4986], [0.8148, 0.3476], [0.7707, 0.0894], [0.8331, 0.9144], [0.8191, 0.9646]]
[[0.5792, 0.8785], [0.6176, 0.7267], [0.1506, 0.4595], [0.1063, 0.407], [0.2615, 0.6169], [0.4069, 0.839], [0.7432, 0.2902], [0.6642, 0.2686], [0.8956, 0.509], [0.256, 0.8631]]
[[0.9107, 0.4998], [0.3821, 0.9536], [0.4501, 0.2607], [0.4765, 0.6686], [0.5231, 0.2071], [0.6914, 0.3625], [0.5626, 0.2926], [0.3704, 0.2357], [0.6059, 0.3946], [0.0485, 0.2384]]
[[0.1331, 0.9696], [0.5985, 0.9129], [0.9117, 0.5896], [0.3162, 0.3057], [0.1762, 0.4593], [0.0048, 0.0141], [0.2595, 0.5889], [0.0859, 0.5654], [0.6122, 0.6941], [0.4289, 0.7958]]
[[0.6211, 0.8084], [0.3969, 0.7741], [0.7678, 0.325], [0.3215, 0.1062], [0.1918, 0.3999], [0.059, 0.5157], [0.4702, 0.859], [0.441, 0.345], [0.0905, 0.2943], [0.648, 0.9859]]
[[0.0864, 0.998], [0.386, 0.7104], [0.3184, 0.4872], [0.3218, 0.9266], [0.264, 0.1088], [0.4099, 0.2766], [0.3936, 0.665], [0.382, 0.7126], [0.3439, 0.5226], [0.4798, 0.3897]]
[[0.1376, 0.7357], [0.6231, 0.1242], [0.5739, 0.7122], [0.5081, 0.4034], [0.6957, 0.0425], [0.2263, 0.5357], [0.1258, 0.777], [0.199, 0.9907], [0.0779, 0.8311], [0.4993, 0.6086]]
[[0.0468, 0.2046], [0.3512, 0.4758], [0.1633, 0.0252], [0.379, 0.4117], [0.9773, 0.2542], [0.2664, 0.6624], [0.539, 0.6676], [0.4194, 0.6675], [0.4337, 0.7852], [0.6358, 0.1531]]
[[0.5177, 0.7389], [0.9342, 0.8925], [0.6599, 0.1713], [0.9569, 0.415], [0.1287, 0.509], [0.2474, 0.9087], [0.3528, 0.8681], [0.6809, 0.2993], [0.7407, 0.4792], [0.6383, 0.1334]]
[[0.5147, 0.9073], [0.1773, 0.3841], [0.9547, 0.2694], [0.7134, 0.2722], [0.5899, 0.5826], [0.0221, 0.8479], [0.2834, 0.3512], [0.9475, 0.2987], [0.54, 0.6056], [0.0309, 0.9878]]
[[0.6517, 0.5697], [0.2485, 0.524], [0.8532, 0.9659], [0.7369, 0.5952], [0.8482, 0.4271], [0.1063, 0.2149], [0.9129, 0.5995], [0.9236, 0.5804], [0.7986, 0.5815], [0.9504, 0.6913]]
[[0.219, 0.1107], [0.3189, 0.9186], [0.4532, 0.4135], [0.9171, 0.4508], [0.559, 0.7718], [0.1642, 0.6696], [0.8341, 0.0559], [0.4654, 0.613], [0.4412, 0.6669], [0.6376, 0.3083]]
[[0.3351, 0.0875], [0.4756, 0.4529], [0.1941, 0.5646], [0.839, 0.2609], [0.5083, 0.8093], [0.8988, 0.6893], [0.3284, 0.5288], [0.5069, 0.9354], [0.5377, 0.9398], [0.7295, 0.4725]]
[[0.2807, 0.4526], [0.1526, 0.612], [0.273, 0.1686], [0.48, 0.4319], [0.5912, 0.9392], [0.572, 0.4568], [0.9337, 0.3816], [0.5029, 0.5354], [0.8135, 0.6023], [0.8663, 0.6721]]
[[0.4724, 0.9963], [0.2525, 0.2532], [0.3677, 0.3267], [0.8667, 0.0772], [0.0409, 0.1125], [0.2341, 0.2098], [0.2124, 0.967], [0.0923, 0.1732], [0.3811, 0.6002], [0.3277, 0.5065]]
[[0.4147, 0.8981], [0.0468, 0.9182], [0.4677, 0.1706], [0.0793, 0.9973], [0.7635, 0.5358], [0.6423, 0.3864], [0.195, 0.4184], [0.8254, 0.7072], [0.3052, 0.9868], [0.2042, 0.1832]]
[[0.7232, 0.7806], [0.952, 0.768], [0.2093, 0.6225], [0.8396, 0.294], [0.206, 0.6961], [0.6768, 0.4399], [0.2419, 0.3605], [0.7686, 0.1573], [0.5805, 0.3604], [0.5342, 0.0559]]
[[0.4622, 0.9602], [0.5918, 0.5808], [0.2782, 0.3604], [0.1015, 0.8675], [0.3102, 0.1606], [0.0438, 0.0477], [0.3972, 0.5188], [0.1551, 0.2183], [0.1446, 0.6305], [0.0539, 0.6155]]
[[0.5406, 0.8977], [0.2727, 0.6155], [0.3957, 0.3242], [0.3796, 0.9969], [0.8789, 0.2817], [0.3887, 0.11], [0.6083, 0.1994], [0.6004, 0.8874], [0.5909, 0.2261], [0.153, 0.0679]]
[[0.771, 0.3676], [0.0517, 0.6796], [0.1697, 0.9201], [0.8678, 0.1213], [0.1435, 0.3635], [0.4012, 0.7629], [0.8251, 0.0094], [0.3232, 0.8891], [0.6111, 0.4671], [0.1048, 0.2676]]
[[0.104, 0.731], [0.5042, 0.2799], [0.3787, 0.2603], [0.3735, 0.9245], [0.9303, 0.8221], [0.8116, 0.2857], [0.3577, 0.9168], [0.5583, 0.858], [0.7946, 0.6266], [0.1383, 0.9367]]
[[0.4216, 0.2306], [0.5937, 0.7872], [0.1997, 0.343], [0.4291, 0.1099], [0.9431, 0.4275], [0.0766, 0.4443], [0.7012, 0.1098], [0.2765, 0.6611], [0.6763, 0.9384], [0.3107, 0.1822]]
[[0.4378, 0.0758], [0.9438, 0.5963], [0.6451, 0.6686], [0.8695, 0.2441], [0.2608, 0.2086], [0.5552, 0.9059], [0.9858, 0.1183], [0.4466, 0.037], [0.757, 0.7112], [0.8865, 0.979]]
[[0.7158, 0.8617], [0.8853, 0.8734], [0.1802, 0.0952], [0.7933, 0.7689], [0.2554, 0.6853], [0.4501, 0.0335], [0.7756, 0.0563], [0.8324, 0.2296], [0.3771, 0.7556], [0.8961, 0.467]]
[[0.5438, 0.0506], [0.2379, 0.0462], [0.3018, 0.2086], [0.2686, 0.9597], [0.1787, 0.9812], [0.4162, 0.2762], [0.0254, 0.1185], [0.807, 0.2097], [0.1394, 0.1582], [0.5551, 0.5321]]
[[0.7943, 0.9529], [0.1557, 0.6488], [0.5699, 0.6662], [0.6622, 0.279], [0.2104, 0.7932], [0.2554, 0.5775], [0.5214, 0.3293], [0.3902, 0.2781], [0.5883, 0.727], [0.9394, 0.9532]]
[[0.562, 0.7085], [0.2458, 0.1301], [0.2757, 0.3732], [0.8075, 0.9819], [0.9855, 0.464], [0.191, 0.1594], [0.7155, 0.4799], [0.7688, 0.8259], [0.0635, 0.5219], [0.9007, 0.8383]]
[[0.2523, 0.2037], [0.9679, 0.1606], [0.1187, 0.8619], [0.3338, 0.1322], [0.7347, 0.2419], [0.5533, 0.4884], [0.4527, 0.3761], [0.0712, 0.0212], [0.6938, 0.3911], [0.239, 0.479]]
[[0.3727, 0.4311], [0.2603, 0.4068], [0.2741, 0.8324], [0.1801, 0.2108], [0.8112, 0.3885], [0.516, 0.3663], [0.267, 0.9345], [0.2465, 0.8791], [0.9191, 0.966], [0.0684, 0.6069]]
[[0.1793, 0.6727], [0.9725, 0.3254], [0.057, 0.8599], [0.6718, 0.3155], [0.1323, 0.0386], [0.0203, 0.2758], [0.4033, 0.9304], [0.6597, 0.4305], [0.9928, 0.5064], [0.9648, 0.8789]]
[[0.3754, 0.0902], [0.7717, 0.1771], [0.0845, 0.6155], [0.3833, 0.179], [0.821, 0.7793], [0.4234, 0.8402], [0.6469, 0.8748], [0.7829, 0.5722], [0.058, 0.0698], [0.7254, 0.2893]]
[[0.9815, 0.0582], [0.5383, 0.4853], [0.258, 0.7203], [0.6071, 0.5691], [0.0908, 0.939], [0.0474, 0.7863], [0.98, 0.4373], [0.2892, 0.1155], [0.5156, 0.6224], [0.5323, 0.7619]]
[[0.0213, 0.4756], [0.9687, 0.6211], [0.3973, 0.4717], [0.192, 0.1578], [0.8073, 0.4553], [0.6652, 0.4363], [0.6216, 0.202], [0.1191, 0.1868], [0.1062, 0.1675], [0.4642, 0.6673]]
[[0.7552, 0.8712], [0.2572, 0.5285], [0.0613, 0.2306], [0.6287, 0.8074], [0.5348, 0.2164], [0.6775, 0.9254], [0.4202, 0.229], [0.3328, 0.5294], [0.4729, 0.0722], [0.2181, 0.2981]]
[[0.3307, 0.1065], [0.4989, 0.7256], [0.7759, 0.9853], [0.9217, 0.0486], [0.4973, 0.7006], [0.9372, 0.4497], [0.0881, 0.1938], [0.5172, 0.9116], [0.6977, 0.0394], [0.2489, 0.6312]]
[[0.3138, 0.7867], [0.4896, 0.8549], [0.7228, 0.557], [0.8994, 0.0496], [0.8933, 0.0684], [0.4538, 0.8962], [0.028, 0.361], [0.174, 0.9566], [0.7131, 0.791], [0.2105, 0.3001]]
[[0.3496, 0.1165], [0.8221, 0.4634], [0.0699, 0.5043], [0.6912, 0.7512], [0.6717, 0.2374], [0.4129, 0.835], [0.5522, 0.4454], [0.2794, 0.8408], [0.2382, 0.436], [0.3119, 0.2145]]
[[0.1725, 0.1531], [0.878, 0.008], [0.5893, 0.0384], [0.3217, 0.9571], [0.4448, 0.0086], [0.2022, 0.1657], [0.4009, 0.0739], [0.8173, 0.5874], [0.0153, 0.1011], [0.6044, 0.5016]]
[[0.1951, 0.0515], [0.0117, 0.3583], [0.6508, 0.339], [0.3225, 0.4756], [0.2245, 0.4507], [0.3474, 0.0115], [0.7612, 0.4303], [0.9949, 0.2589], [0.7002, 0.1638], [0.099, 0.6315]]
[[0.1621, 0.427], [0.9418, 0.8833], [0.143, 0.0072], [0.1427, 0.8123], [0.1551, 0.3073], [0.1361, 0.9246], [0.0196, 0.9353], [0.0319, 0.4924], [0.5187, 0.6336], [0.5867, 0.306]]
[[0.8131, 0.2621], [0.2444, 0.6443], [0.5834, 0.884], [0.5669, 0.0588], [0.0889, 0.0525], [0.2715, 0.6731], [0.454, 0.4062], [0.7913, 0.0474], [0.6451, 0.0807], [0.6372, 0.7629]]
[[0.2477, 0.676], [0.5678, 0.2591], [0.0934, 0.9555], [0.6555, 0.9873], [0.0926, 0.3971], [0.6837, 0.3154], [0.4849, 0.4446], [0.4654, 0.6589], [0.8158, 0.5173], [0.2627, 0.0303]]
[[0.8329, 0.9811], [0.4276, 0.3224], [0.6522, 0.9064], [0.0053, 0.403], [0.4276, 0.8533], [0.1051, 0.0376], [0.6554, 0.611], [0.5948, 0.7344], [0.8105, 0.1518], [0.2122, 0.4935]]
[[0.5798, 0.6077], [0.1135, 0.3564], [0.7761, 0.6187], [0.1326, 0.3517], [0.8675, 0.994], [0.2236, 0.0492], [0.6236, 0.036], [0.0148, 0.4046], [0.4243, 0.7531], [0.7947, 0.8326]]
[[0.078537, 0.39404], [0.16412, 0.084278], [0.37895, 0.66694], [0.29318, 0.28617], [0.71629, 0.033174], [0.14563, 0.013647], [0.20197, 0.53633], [0.30803, 0.74967], [0.7747, 0.17765], [0.00028771, 0.30439]]
